SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-9-2021,Single Family Residential,120 S Summit Ave,Bremerton,WA,98312,310000,2,1,Bremerton,1486,6098,1940,188,209,,Sold,,,http://www.redfin.com/WA/Bremerton/120-S-Summit-Ave-98312/home/2314299,NWMLS,1729807,N,Y,47.5629501,-122.6573808
PAST SALE,November-16-2020,Single Family Residential,1137 Dill Way,Bremerton,WA,98312,333000,3,1.5,Bremerton,1481,6534,1941,332,225,,Sold,,,http://www.redfin.com/WA/Bremerton/1137-Dill-Way-W-98312/home/2412409,NWMLS,1659916,N,Y,47.551299,-122.6697157
PAST SALE,October-22-2020,Single Family Residential,342 Ford Ave,Bremerton,WA,98312,395000,3,2.5,Bremerton,1480,4792,2018,357,267,,Sold,,,http://www.redfin.com/WA/Bremerton/342-Ford-Ave-98312/home/146785941,NWMLS,1657804,N,Y,47.56685257,-122.6569497
PAST SALE,January-15-2021,Single Family Residential,928 Price Rd,Bremerton,WA,98312,405000,0,,Kitsap Lake,1450,14375,1596,272,279,,Sold,,,http://www.redfin.com/WA/Bremerton/928-Price-Rd-NW-98312/home/2311533,NWMLS,1718332,N,Y,47.5678949,-122.6885189
PAST SALE,July-29-2021,Single Family Residential,134 S Summit Ave,Bremerton,WA,98312,400000,3,1,West Bremerton,1441,8712,1932,77,278,,Sold,,,http://www.redfin.com/WA/Bremerton/134-S-Summit-Ave-98312/home/2314307,NWMLS,1790243,N,Y,47.5624506,-122.6573341
PAST SALE,June-25-2021,Single Family Residential,1256 Humphrey Ave,Bremerton,WA,98312,437000,3,2.5,West Hills,1430,4356,2006,111,306,,Sold,,,http://www.redfin.com/WA/Bremerton/1256-Humphrey-Ave-W-98312/home/2403610,NWMLS,1769794,N,Y,47.5520326,-122.6769376
PAST SALE,October-30-2020,Single Family Residential,1318 Cottman Ave,Bremerton,WA,98312,335000,3,2,Bremerton,1428,6970,1991,349,235,,Sold,,,http://www.redfin.com/WA/Bremerton/1318-Cottman-Ave-98312/home/2403235,NWMLS,1647551,N,Y,47.5519412,-122.6741369
PAST SALE,March-18-2021,Single Family Residential,3716 W D St,Bremerton,WA,98312,368800,3,1.5,Bremerton,1428,6534,1952,210,258,,Sold,,,http://www.redfin.com/WA/Bremerton/3716-W-D-St-98312/home/2411870,NWMLS,1723901,N,Y,47.5535666,-122.6660942
PAST SALE,June-18-2021,Single Family Residential,1303 Daniels Ave,Bremerton,WA,98312,439000,4,2,West Hills,1421,5663,1994,118,309,,Sold,,,http://www.redfin.com/WA/Bremerton/1303-Daniels-Ln-98312/home/2403353,NWMLS,1772811,N,Y,47.5518469,-122.6755059
PAST SALE,September-8-2021,Single Family Residential,323 Bertha Ave,Bremerton,WA,98312,406000,3,2,West Bremerton,1420,6098,1940,36,286,,Sold,,,http://www.redfin.com/WA/Bremerton/323-Bertha-Ave-98312/home/2217150,NWMLS,1819069,N,Y,47.5663611,-122.6654983
PAST SALE,July-23-2021,Single Family Residential,3744 W F St,Bremerton,WA,98312,408500,4,2,West Bremerton,1392,6534,1939,83,293,,Sold,,,http://www.redfin.com/WA/Bremerton/3744-W-F-St-98312/home/2411549,NWMLS,1786841,N,Y,47.5550703,-122.667527
PAST SALE,January-21-2021,Single Family Residential,4135 W I St,Bremerton,WA,98312,305500,2,1,Bremerton,1364,9148,1941,266,224,,Sold,,,http://www.redfin.com/WA/Bremerton/4135-W-I-St-98312/home/2396987,NWMLS,1697005,N,Y,47.5564829,-122.6698491
PAST SALE,May-5-2021,Single Family Residential,4141 W Arsenal Way,Bremerton,WA,98312,320000,2,1,Navy Yard City,1359,5663,1905,162,235,,Sold,,,http://www.redfin.com/WA/Bremerton/4141-Arsenal-Way-98312/home/2396502,NWMLS,1740705,N,Y,47.5599051,-122.6700071
PAST SALE,July-6-2021,Single Family Residential,264 Tracy Way,Bremerton,WA,98312,400000,3,2.5,Charleston,1359,2006,2006,100,294,,Sold,,,http://www.redfin.com/WA/Bremerton/264-Tracy-Way-98312/home/2535296,NWMLS,1769604,N,Y,47.5602905,-122.657386
PAST SALE,September-9-2021,Single Family Residential,737 Eden Rd W,Bremerton,WA,98312,310000,2,1.5,West Bremerton,1350,10890,1975,35,230,,Sold,,,http://www.redfin.com/WA/Bremerton/737-Eden-Rd-W-98312/home/2239194,NWMLS,1815696,N,Y,47.5568503,-122.687084
PAST SALE,July-1-2021,Single Family Residential,212 S Lafayette Ave,Bremerton,WA,98312,409000,4,2,Charleston,1336,12197,1912,105,306,,Sold,,,http://www.redfin.com/WA/Bremerton/212-S-Lafayette-Ave-98312/home/2313270,NWMLS,1784588,N,Y,47.5614108,-122.6562939
PAST SALE,October-13-2021,Single Family Residential,5004 Roosevelt Blvd,Bremerton,WA,98312,355000,3,1,West Bremerton,1328,5227,1948,1,267,,Sold,,,http://www.redfin.com/WA/Bremerton/5004-Roosevelt-Blvd-98312/home/2403786,NWMLS,1828910,N,Y,47.5508685,-122.6778979
PAST SALE,February-2-2021,Single Family Residential,4736 Deadwood St,Bremerton,WA,98312,418900,3,2,Bremerton,1319,4250,2020,254,318,36,Sold,,,http://www.redfin.com/WA/Bremerton/4736-Deadwood-St-98312/home/173732901,NWMLS,1662312,N,Y,47.565996,-122.677677
PAST SALE,February-22-2021,Single Family Residential,4728 Deadwood St,Bremerton,WA,98312,420900,3,2,Bremerton,1319,4250,2020,234,319,36,Sold,,,http://www.redfin.com/WA/Bremerton/4728-Deadwood-St-98312/home/173732903,NWMLS,1647460,N,Y,47.565796,-122.677808
PAST SALE,June-28-2021,Single Family Residential,4757 Driftwood St,Bremerton,WA,98312,460000,3,2,Bremerton,1319,3920,2020,108,349,75,Sold,,,http://www.redfin.com/WA/Bremerton/4757-Driftwood-St-98312/home/172731076,NWMLS,1772452,N,Y,47.56642,-122.678588
PAST SALE,December-15-2020,Single Family Residential,4793 Driftwood St,Bremerton,WA,98312,414900,3,2,Bremerton,1319,3705,2020,303,315,36,Sold,,,http://www.redfin.com/WA/Bremerton/4793-Driftwood-St-98312/home/171387687,NWMLS,1592394,N,Y,47.567043,-122.678958
PAST SALE,August-18-2021,Single Family Residential,4461 Sand Dollar St,Bremerton,WA,98312,462900,3,2,Bremerton,1319,3485,2021,57,351,36,Sold,,,http://www.redfin.com/WA/Bremerton/4461-Sand-Dollar-Dr-98312/home/173732963,NWMLS,1780118,N,Y,47.563531,-122.674784
PAST SALE,August-19-2021,Single Family Residential,4477 Sand Dollar St,Bremerton,WA,98312,456900,3,2,Bremerton,1319,3485,2021,56,346,36,Sold,,,http://www.redfin.com/WA/Bremerton/4477-Sand-Dollar-Dr-98312/home/173732961,NWMLS,1777676,N,Y,47.563552,-122.675117
PAST SALE,July-20-2021,Single Family Residential,178 Russell Rd,Bremerton,WA,98312,452900,3,2,Bremerton,1319,3485,2021,86,343,36,Sold,,,http://www.redfin.com/WA/Bremerton/178-Russell-Rd-98312/home/173732970,NWMLS,1776010,N,Y,47.563409,-122.676103
PAST SALE,June-21-2021,Single Family Residential,206 Russell Rd,Bremerton,WA,98312,442900,3,2,Bremerton,1319,3485,2021,115,336,36,Sold,,,http://www.redfin.com/WA/Bremerton/206-Russell-Rd-98312/home/173701811,NWMLS,1773679,N,Y,47.563177,-122.675179
PAST SALE,August-4-2021,Single Family Residential,4429 Sand Dollar St,Bremerton,WA,98312,452900,3,2,Bremerton,1319,3485,2021,71,343,36,Sold,,,http://www.redfin.com/WA/Bremerton/4429-Sand-Dollar-Dr-98312/home/173732967,NWMLS,1776016,N,Y,47.563524,-122.674122
PAST SALE,December-18-2020,Single Family Residential,4792 Deadwood St,Bremerton,WA,98312,415900,3,2,Bremerton,1319,3400,2020,300,315,36,Sold,,,http://www.redfin.com/WA/Bremerton/4792-Deadwood-St-98312/home/173732887,NWMLS,1678541,N,Y,47.567511,-122.678138
PAST SALE,February-4-2021,Single Family Residential,4784 Deadwood St,Bremerton,WA,98312,418900,3,2,Bremerton,1319,3400,2020,252,318,36,Sold,,,http://www.redfin.com/WA/Bremerton/4784-Deadwood-St-98312/home/173732889,NWMLS,1673873,N,Y,47.567354,-122.677911
PAST SALE,January-15-2021,Single Family Residential,4744 Deadwood St,Bremerton,WA,98312,417900,3,2,Bremerton,1319,3400,2020,272,317,36,Sold,,,http://www.redfin.com/WA/Bremerton/4744-Deadwood-St-98312/home/173732899,NWMLS,1689553,N,Y,47.566196,-122.677546
PAST SALE,May-5-2021,Single Family Residential,123 Bremerton Blvd W,Bremerton,WA,98312,262000,2,1.5,West Bremerton,1316,21780,1942,162,199,,Sold,,,http://www.redfin.com/WA/Bremerton/123-Bremerton-Blvd-98312/home/2396230,NWMLS,1747479,N,Y,47.5626816,-122.6707352
PAST SALE,August-3-2021,Single Family Residential,1195 Humphrey Ave W,Bremerton,WA,98312,350000,3,1,West Bremerton,1288,7405,1968,72,272,,Sold,,,http://www.redfin.com/WA/Bremerton/1195-Humphrey-Ave-W-98312/home/2403834,NWMLS,1776984,N,Y,47.5536288,-122.6775772
PAST SALE,September-17-2021,Single Family Residential,4454 Sand Dollar St,Bremerton,WA,98312,469900,3,2,Bremerton,1273,4356,2021,27,369,36,Sold,,,http://www.redfin.com/WA/Bremerton/4454-Sand-Dollar-Dr-98312/home/173732945,NWMLS,1774655,N,Y,47.56393,-122.674646
PAST SALE,March-15-2021,Single Family Residential,4760 Deadwood St,Bremerton,WA,98312,421900,3,2,Bremerton,1273,3952,2020,213,331,36,Sold,,,http://www.redfin.com/WA/Bremerton/4760-Deadwood-St-98312/home/173732895,NWMLS,1733185,N,Y,47.566689,-122.677397
PAST SALE,February-25-2021,Single Family Residential,4768 Deadwood St,Bremerton,WA,98312,416900,3,2,Bremerton,1273,3867,2020,231,327,36,Sold,,,http://www.redfin.com/WA/Bremerton/4768-Deadwood-St-98312/home/173732893,NWMLS,1681745,N,Y,47.566969,-122.677493
PAST SALE,August-27-2021,Single Family Residential,4785 Driftwood St,Bremerton,WA,98312,461250,3,2,Bremerton,1273,3710,2020,48,362,36,Sold,,,http://www.redfin.com/WA/Bremerton/4785-Driftwood-St-98312/home/171387663,NWMLS,1802568,N,Y,47.5668973,-122.6787444
PAST SALE,November-30-2020,Single Family Residential,4762 Driftwood St,Bremerton,WA,98312,402900,3,2,Bremerton,1273,3400,2020,318,316,36,Sold,,,http://www.redfin.com/WA/Bremerton/4762-Driftwood-St-98312/home/171398909,NWMLS,1592892,N,Y,47.566349,-122.677986
PAST SALE,November-23-2020,Single Family Residential,4794 Driftwood St,Bremerton,WA,98312,402900,3,2,Bremerton,1273,3400,2020,325,316,36,Sold,,,http://www.redfin.com/WA/Bremerton/4794-Driftwood-St-98312/home/171398864,NWMLS,1592890,N,Y,47.567293,-122.678512
PAST SALE,July-12-2021,Single Family Residential,3741 W F St,Bremerton,WA,98312,389000,3,2.5,Navy Yard City,1272,6534,1921,94,306,,Sold,,,http://www.redfin.com/WA/Bremerton/3741-W-F-St-98312/home/2132243,NWMLS,1764265,N,Y,47.5547412,-122.6673829
PAST SALE,July-16-2021,Single Family Residential,408 S Constitution Ave,Bremerton,WA,98312,376000,3,2,Bremerton,1270,5227,2007,90,296,,Sold,,,http://www.redfin.com/WA/Bremerton/408-Constitution-Ave-S-98312/home/8190898,NWMLS,1787776,N,Y,47.5585502,-122.6616293
PAST SALE,March-25-2021,Single Family Residential,5606 Harlow Dr,Bremerton,WA,98312,430000,3,2,West Bremerton,1250,26136,2020,203,344,,Sold,,,http://www.redfin.com/WA/Bremerton/5606-Harlow-Dr-98312/home/2221512,NWMLS,1733018,N,Y,47.5645464,-122.6897041
PAST SALE,September-15-2021,Single Family Residential,430 Skylark Dr W,Bremerton,WA,98312,405000,2,1,West Hills,1232,12197,1942,29,329,,Sold,,,http://www.redfin.com/WA/Bremerton/430-Skylark-Dr-W-98312/home/2416986,NWMLS,1773738,N,Y,47.5587008,-122.688976
PAST SALE,July-30-2021,Single Family Residential,1213 Evans Ave W,Bremerton,WA,98312,360000,3,2,Navy Yard City,1188,6534,1983,76,303,,Sold,,,http://www.redfin.com/WA/Bremerton/1213-Evans-Ave-W-98312/home/2412311,NWMLS,1797028,N,Y,47.5504289,-122.6692083
PAST SALE,December-8-2020,Single Family Residential,445 Sunnyhill Rd W,Bremerton,WA,98312,230000,3,1,Bremerton,1176,23958,1953,310,196,,Sold,,,http://www.redfin.com/WA/Bremerton/445-Sunnyhill-Rd-W-98312/home/2416980,NWMLS,1696841,N,Y,47.5584309,-122.6883111
PAST SALE,October-16-2020,Single Family Residential,134 Broad St W,Bremerton,WA,98312,274500,2,1,Bremerton,1136,11326,1942,363,242,,Sold,,,http://www.redfin.com/WA/Bremerton/134-Broad-St-W-98312/home/2397740,NWMLS,1649099,N,Y,47.5623895,-122.6916227
PAST SALE,September-21-2021,Single Family Residential,1460 Cottman Ave,Bremerton,WA,98312,325000,3,1.5,West Hills,1133,5227,2001,23,287,,Sold,,,http://www.redfin.com/WA/Bremerton/1460-Cottman-Ave-98312/home/2403191,NWMLS,1828521,N,Y,47.5507703,-122.674045
PAST SALE,February-24-2021,Single Family Residential,409 Bremerton Blvd W,Bremerton,WA,98312,310000,3,1,Bremerton,1120,6098,1921,232,277,,Sold,,,http://www.redfin.com/WA/Bremerton/409-Bremerton-Blvd-98312/home/2396619,NWMLS,1717380,N,Y,47.5590226,-122.6707901
PAST SALE,December-14-2020,Single Family Residential,4121 W Loxie Eagans Blvd,Bremerton,WA,98312,245000,2,1,Navy Yard City,1112,3049,1939,304,220,,Sold,,,http://www.redfin.com/WA/Bremerton/4121-W-Loxie-Eagans-Blvd-98312/home/2131794,NWMLS,1658952,N,Y,47.5578159,-122.6690312
PAST SALE,August-4-2021,Single Family Residential,425 S Summit Ave,Bremerton,WA,98312,335000,2,1,Bremerton,1095,4356,1916,71,306,,Sold,,,http://www.redfin.com/WA/Bremerton/425-S-Summit-Ave-98312/home/2321593,NWMLS,1792671,N,Y,47.5579416,-122.6574925
PAST SALE,July-16-2021,Single Family Residential,3311 New Hope Cir,Bremerton,WA,98312,355000,3,2,West Bremerton,1090,2178,2007,90,326,75,Sold,,,http://www.redfin.com/WA/Bremerton/3311-New-Hope-Cir-98312/home/12487534,NWMLS,1788834,N,Y,47.5611324,-122.6605355
PAST SALE,November-4-2020,Single Family Residential,3629 Preble St,Bremerton,WA,98312,320000,2,2,Bremerton,1083,5663,2017,344,295,,Sold,,,http://www.redfin.com/WA/Bremerton/3629-Preble-St-98312/home/85029237,NWMLS,1663312,N,Y,47.556119,-122.664159
PAST SALE,March-1-2021,Single Family Residential,425 Sunnyhill Rd W,Bremerton,WA,98312,293000,2,2,West Bremerton,1080,6534,1940,227,271,,Sold,,,http://www.redfin.com/WA/Bremerton/425-Sunnyhill-Rd-W-98312/home/2416967,NWMLS,1690005,N,Y,47.5590991,-122.6885012
PAST SALE,April-14-2021,Single Family Residential,3730 W E St,Bremerton,WA,98312,332000,3,1,Navy Yard City,1064,6534,1938,183,312,,Sold,,,http://www.redfin.com/WA/Bremerton/3730-W-E-St-98312/home/2411795,NWMLS,1732020,N,Y,47.5543632,-122.6668216
PAST SALE,June-28-2021,Single Family Residential,327 S Summit Ave,Bremerton,WA,98312,220000,2,1,West Bremerton,1036,5663,1902,108,212,,Sold,,,http://www.redfin.com/WA/Bremerton/327-S-Summit-Ave-98312/home/2321607,NWMLS,1786783,N,Y,47.5591903,-122.6574417
PAST SALE,October-4-2021,Single Family Residential,242 Hartford,Bremerton,WA,98312,355000,0,,Navy Yard City,1030,6970,1939,10,345,,Sold,,,http://www.redfin.com/WA/Bremerton/242-S-Hartford-Ave-98312/home/2314576,NWMLS,1849016,N,Y,47.560625,-122.6584872
PAST SALE,August-31-2021,Single Family Residential,4141 W F St,Bremerton,WA,98312,172000,0,,Bremerton,995,12766,1980,44,173,,Sold,,,http://www.redfin.com/WA/Bremerton/4141-W-F-St-98312/home/2397108,NWMLS,1833210,N,Y,47.5545054,-122.6701349
PAST SALE,December-2-2020,Single Family Residential,145 S Summit Ave,Bremerton,WA,98312,250000,2,1,Navy Yard City,990,3920,1926,316,253,,Sold,,,http://www.redfin.com/WA/Bremerton/145-S-Summit-Ave-98312/home/2314379,NWMLS,1680858,N,Y,47.5621875,-122.6578899
PAST SALE,May-10-2021,Single Family Residential,547 S National Ave,Bremerton,WA,98312,395000,2,2,Bremerton,972,6098,1935,157,406,,Sold,,,http://www.redfin.com/WA/Bremerton/547-S-National-Ave-98312/home/2396944,NWMLS,1755897,N,Y,47.5563983,-122.6681004
PAST SALE,July-29-2021,Single Family Residential,228 Bremerton Blvd,Bremerton,WA,98312,315000,2,1,Navy Yard City,969,8276,1945,77,325,,Sold,,,http://www.redfin.com/WA/Bremerton/228-Bremerton-Blvd-98312/home/2396329,NWMLS,1770160,N,Y,47.5611437,-122.6700552
PAST SALE,December-10-2020,Single Family Residential,179 Lilac Ln,Bremerton,WA,98312,99000,2,1,West Bremerton,960,7841,1969,308,103,,Sold,,,http://www.redfin.com/WA/Bremerton/179-Lilac-Ln-98312/home/2221554,NWMLS,1690854,N,Y,47.5667575,-122.6868108
PAST SALE,September-8-2021,Single Family Residential,4141 W G St,Bremerton,WA,98312,205000,3,1,Navy Yard City,960,5227,1940,36,214,,Sold,,,http://www.redfin.com/WA/Bremerton/4141-W-G-St-98312/home/2397055,NWMLS,1799056,N,Y,47.5552242,-122.6701661
PAST SALE,November-13-2020,Single Family Residential,621 N Charleston Ave,Bremerton,WA,98312,307000,3,1,West Bremerton,954,9148,1951,335,322,,Sold,,,http://www.redfin.com/WA/Bremerton/621-N-Charleston-Ave-98312/home/2308919,NWMLS,1674668,N,Y,47.5681154,-122.6606751
PAST SALE,May-3-2021,Single Family Residential,1549 Charleston Beach Rd W,Bremerton,WA,98312,260000,3,1.5,Navy Yard City,948,7405,1938,164,274,,Sold,,,http://www.redfin.com/WA/Bremerton/1549-Charleston-Beach-Rd-W-98312/home/2412736,NWMLS,1740989,N,Y,47.5505954,-122.6659018
PAST SALE,August-20-2021,Single Family Residential,3118 Preble St,Bremerton,WA,98312,200000,3,1,Bremerton,944,5663,1902,55,212,,Sold,,,http://www.redfin.com/WA/Bremerton/3118-Preble-St-98312/home/2321213,NWMLS,1804558,N,Y,47.556629,-122.658281
PAST SALE,August-25-2021,Single Family Residential,3354 New Hope Cir,Bremerton,WA,98312,310000,2,1,Bremerton,934,2178,2008,50,332,75,Sold,,,http://www.redfin.com/WA/Bremerton/3354-New-Hope-Cir-98312/home/17460304,NWMLS,1812714,N,Y,47.5615651,-122.6612904
PAST SALE,July-9-2021,Single Family Residential,631 Bertha Ave,Bremerton,WA,98312,335000,2,1,West Bremerton,928,6098,1949,97,361,,Sold,,,http://www.redfin.com/WA/Bremerton/631-Bertha-Ave-98312/home/2319815,NWMLS,1783005,N,Y,47.5684099,-122.6643527
PAST SALE,July-26-2021,Single Family Residential,1223 OYSTER BAY Ave S,Bremerton,WA,98312,339000,2,1,West Hills,876,5227,1941,80,387,,Sold,,,http://www.redfin.com/WA/Bremerton/1223-Oyster-Bay-Ave-S-98312/home/2403204,NWMLS,1785461,N,Y,47.5526566,-122.6736421
PAST SALE,December-23-2020,Single Family Residential,515 S National Ave,Bremerton,WA,98312,305000,3,1,Bremerton,872,4356,1943,295,350,,Sold,,,http://www.redfin.com/WA/Bremerton/515-S-National-Ave-98312/home/2396824,NWMLS,1687735,N,Y,47.5574782,-122.6680748
PAST SALE,October-12-2021,Single Family Residential,1004 Charolotte Ave W,Bremerton,WA,98312,325000,2,1,Charleston,864,6098,1952,2,376,,Sold,,,http://www.redfin.com/WA/BREMERTON/1004-CHARLOTTE-AVE-W-98312/home/2411999,NWMLS,1831396,N,Y,47.553203,-122.664865
PAST SALE,August-2-2021,Single Family Residential,4133 W J St,Bremerton,WA,98312,195000,2,2,Navy Yard City,864,4656,1941,73,226,,Sold,,,http://www.redfin.com/WA/Bremerton/4133-J-St-98312/home/2396901,NWMLS,1796907,N,Y,47.5571646,-122.6694598
PAST SALE,September-27-2021,Single Family Residential,4205 W Arsenal Way,Bremerton,WA,98312,335000,2,1,Bremerton,848,4792,1935,17,395,,Sold,,,http://www.redfin.com/WA/Bremerton/4205-Arsenal-Way-98312/home/161608590,NWMLS,1814921,N,Y,47.5600048,-122.6709366
PAST SALE,February-17-2021,Single Family Residential,337 N Marion Ave,Bremerton,WA,98312,280000,2,1,West Bremerton,846,10454,1932,239,331,,Sold,,,http://www.redfin.com/WA/Bremerton/337-Marion-Ave-N-98312/home/2217012,NWMLS,1784850,N,Y,47.566796,-122.6627597
PAST SALE,January-30-2021,Single Family Residential,3735 McCall Blvd W,Bremerton,WA,98312,335000,2,2,Navy Yard City,840,4356,1932,257,399,,Sold,,,http://www.redfin.com/WA/Bremerton/3735-McCall-Blvd-W-98312/home/2412791,NWMLS,1691871,N,Y,47.550297,-122.6674736
PAST SALE,April-1-2021,Single Family Residential,209 S Constitution Ave,Bremerton,WA,98312,316000,2,1,Bremerton,836,5227,1955,196,378,,Sold,,,http://www.redfin.com/WA/Bremerton/209-Constitution-Ave-S-98312/home/2244243,NWMLS,1734121,N,Y,47.5604875,-122.6622414
PAST SALE,November-12-2020,Single Family Residential,1111 Evans Ave W,Bremerton,WA,98312,305000,2,1,Navy Yard City,824,6098,1941,336,370,,Sold,,,http://www.redfin.com/WA/Bremerton/1111-Evans-Ave-W-98312/home/2412363,NWMLS,1661787,N,Y,47.5522275,-122.669214
PAST SALE,January-12-2021,Single Family Residential,902 W Charlotte Ave,Bremerton,WA,98312,278500,2,1,Navy Yard City,819,9148,1951,275,340,,Sold,,,http://www.redfin.com/WA/Bremerton/902-Charlotte-Ave-W-98312/home/2411929,NWMLS,1677512,N,Y,47.553936,-122.664806
PAST SALE,June-25-2021,Single Family Residential,506 S Hartford Ave,Bremerton,WA,98312,200000,3,0.5,Bremerton,816,5227,1920,111,245,,Sold,,,http://www.redfin.com/WA/Bremerton/506-S-Hartford-Ave-98312/home/2321274,NWMLS,1776293,N,Y,47.5573512,-122.6581672
PAST SALE,October-13-2021,Single Family Residential,219 Ida St W,Bremerton,WA,98312,315000,2,1,Bremerton,800,13504,1941,1,394,,Sold,,,http://www.redfin.com/WA/Bremerton/219-Ida-St-W-98312/home/2397792,NWMLS,1837320,N,Y,47.5609653,-122.6909805
PAST SALE,July-19-2021,Single Family Residential,5131 W Werner Rd,Bremerton,WA,98312,400000,2,1,West Hills,798,9583,1942,87,501,,Sold,,,http://www.redfin.com/WA/Bremerton/5131-Werner-Rd-98312/home/2238817,NWMLS,1785207,N,Y,47.5576211,-122.6829622
PAST SALE,December-31-2020,Single Family Residential,3628 W E St,Bremerton,WA,98312,283000,2,1,Navy Yard City,798,6534,1942,287,355,,Sold,,,http://www.redfin.com/WA/Bremerton/3628-W-E-St-98312/home/2411731,NWMLS,1693370,N,Y,47.554285,-122.6641128
PAST SALE,July-20-2021,Single Family Residential,741 S Charleston Ave,Bremerton,WA,98312,295000,2,1,Navy Yard City,793,4356,1943,86,372,,Sold,,,http://www.redfin.com/WA/Bremerton/741-S-Charleston-Ave-98312/home/2244697,NWMLS,1812427,N,Y,47.555025,-122.6610228
PAST SALE,December-18-2020,Single Family Residential,1102 Poindexter Ave,Bremerton,WA,98312,296650,2,1,Bremerton,792,6534,1944,300,375,,Sold,,,http://www.redfin.com/WA/Bremerton/1102-Poindexter-Ave-W-98312/home/2403839,NWMLS,1689887,N,Y,47.5541417,-122.6778839
PAST SALE,June-30-2021,Single Family Residential,833 S Summit Ave,Bremerton,WA,98312,327500,2,1,West Bremerton,786,5227,1943,106,417,,Sold,,,http://www.redfin.com/WA/Bremerton/833-S-Summit-Ave-98312/home/2244685,NWMLS,1785070,N,Y,47.5547958,-122.6611086
PAST SALE,February-11-2021,Single Family Residential,738 Eden Rd W,Bremerton,WA,98312,324100,2,1,Bremerton,768,7405,1942,245,422,,Sold,,,http://www.redfin.com/WA/Bremerton/738-Eden-Rd-W-98312/home/2239120,NWMLS,1714869,N,Y,47.556913,-122.6863771
PAST SALE,August-31-2021,Single Family Residential,3706 McCall Blvd W,Bremerton,WA,98312,302500,2,1,Bremerton,756,5663,1942,44,400,,Sold,,,http://www.redfin.com/WA/Bremerton/3706-McCall-Blvd-W-98312/home/2412658,NWMLS,1812397,N,Y,47.551096,-122.666466
PAST SALE,September-10-2021,Single Family Residential,76 Broad St W,Bremerton,WA,98312,350000,2,1,Kitsap Lake,736,5663,1942,34,476,,Sold,,,http://www.redfin.com/WA/Bremerton/76-Broad-St-W-98312/home/2221476,NWMLS,1814924,N,Y,47.5642039,-122.6915906
PAST SALE,September-30-2021,Single Family Residential,902 S Marion Ave,Bremerton,WA,98312,320000,2,1,Navy Yard City,720,3920,1944,14,444,,Sold,,,http://www.redfin.com/WA/Bremerton/902-Marion-Ave-W-98312/home/2244885,NWMLS,1807052,N,Y,47.554045,-122.6623135
PAST SALE,October-5-2021,Single Family Residential,807 Merrill Pl W,Bremerton,WA,98312,355000,2,1,Navy Yard City,702,6534,1942,9,506,,Sold,,,http://www.redfin.com/WA/Bremerton/807-Merrill-Pl-W-98312/home/2244838,NWMLS,1829415,N,Y,47.5546777,-122.6618424
PAST SALE,October-12-2021,Single Family Residential,402 S Constitution Ave,Bremerton,WA,98312,330000,2,1,West Hills,676,3485,1940,2,488,,Sold,,,http://www.redfin.com/WA/Bremerton/402-Constitution-Ave-S-98312/home/14370064,NWMLS,1813671,N,Y,47.5586986,-122.6614663
PAST SALE,November-13-2020,Single Family Residential,106 Dora Ave,Bremerton,WA,98312,269000,1,1,West Bremerton,564,2614,1938,335,477,,Sold,,,http://www.redfin.com/WA/Bremerton/106-Dora-Ave-98312/home/2216898,NWMLS,1674037,N,Y,47.563832,-122.666221
PAST SALE,March-3-2021,Single Family Residential,245 S Hartford Ave,Bremerton,WA,98312,165000,1,1,West Bremerton,504,3049,1941,225,327,,Sold,,,http://www.redfin.com/WA/Bremerton/245-S-Hartford-Ave-98312/home/2314607,NWMLS,1719699,N,Y,47.5603669,-122.6589933
PAST SALE,October-15-2020,Single Family Residential,1208 Webster St W,Bremerton,WA,98312,218000,1,1,Navy Yard City,496,3049,1940,364,440,,Sold,,,http://www.redfin.com/WA/Bremerton/1208-Webster-St-W-98312/home/2412579,NWMLS,1643959,N,Y,47.5516262,-122.6656268
PAST SALE,July-22-2021,Single Family Residential,1209 Poindexter Ave,Bremerton,WA,98312,275000,1,1,Navy Yard City,414,4356,1944,84,664,,Sold,,,http://www.redfin.com/WA/Bremerton/1209-Poindexter-Ave-W-98312/home/2403933,NWMLS,1769194,N,Y,47.5528459,-122.6784509
PAST SALE,November-25-2020,Single Family Residential,247 Sunnyhill Rd W,Bremerton,WA,98312,195000,1,1,West Hills,328,7405,1941,323,595,,Sold,,,http://www.redfin.com/WA/Bremerton/247-Sunnyhill-Rd-W-98312/home/2238987,NWMLS,1678923,N,Y,47.5604584,-122.6883452
