SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-7-2021,Single Family Residential,198 Russell Rd,Bremerton,WA,98312,544900,5,2.5,Bremerton,2175,4792,2021,99,251,36,Sold,,,http://www.redfin.com/WA/Bremerton/198-Russell-Rd-98312/home/173640488,NWMLS,1776000,N,Y,47.562963,-122.675488
PAST SALE,September-7-2021,Single Family Residential,4430 Sand Dollar St,Bremerton,WA,98312,561900,5,2.5,Bremerton,2175,4356,2021,37,258,42,Sold,,,http://www.redfin.com/WA/Bremerton/4430-Sand-Dollar-Dr-98312/home/173732948,NWMLS,1780155,N,Y,47.563928,-122.674145
PAST SALE,November-13-2020,Single Family Residential,4761 Driftwood St,Bremerton,WA,98312,462900,5,2.5,Bremerton,2175,4000,2020,335,213,,Sold,,,http://www.redfin.com/WA/Bremerton/4761-Driftwood-St-98312/home/171409535,NWMLS,1593366,N,Y,47.56652,-122.678522
PAST SALE,June-23-2021,Single Family Residential,210 Russell Rd,Bremerton,WA,98312,521900,5,2.5,Bremerton,2175,3600,2021,113,240,36,Sold,,,http://www.redfin.com/WA/Bremerton/210-Russell-Rd-98312/home/173640466,NWMLS,1773700,N,Y,47.563243,-122.675048
PAST SALE,July-8-2021,Single Family Residential,186 Russell Rd,Bremerton,WA,98312,536900,5,2.5,Bremerton,2175,3485,2021,98,247,36,Sold,,,http://www.redfin.com/WA/Bremerton/186-Russell-Rd-98312/home/173732972,NWMLS,1775767,N,Y,47.563248,-122.675883
PAST SALE,August-12-2021,Single Family Residential,4421 Sand Dollar St,Bremerton,WA,98312,561900,5,2.5,Bremerton,2175,3485,2021,63,258,36,Sold,,,http://www.redfin.com/WA/Bremerton/4421-Sand-Dollar-Dr-98312/home/173732968,NWMLS,1775781,N,Y,47.563525,-122.67396
PAST SALE,December-17-2020,Single Family Residential,4788 Deadwood St,Bremerton,WA,98312,470900,5,2.5,Bremerton,2175,3400,2020,301,217,36,Sold,,,http://www.redfin.com/WA/Bremerton/4788-Deadwood-St-98312/home/173732888,NWMLS,1642076,N,Y,47.567432,-122.678024
PAST SALE,December-14-2020,Single Family Residential,4750 Driftwood St,Bremerton,WA,98312,474900,5,2.5,Bremerton,2175,3400,2020,304,218,36,Sold,,,http://www.redfin.com/WA/Bremerton/4750-Driftwood-St-98312/home/171409518,NWMLS,1636118,N,Y,47.5660488,-122.6783011
PAST SALE,July-15-2021,Single Family Residential,247 S Yantic Ave,Bremerton,WA,98312,420000,2,1,West Bremerton,2128,11326,1937,91,197,,Sold,,,http://www.redfin.com/WA/Bremerton/247-S-Yantic-Ave-98312/home/2244291,NWMLS,1789983,N,Y,47.5601833,-122.6600052
PAST SALE,September-23-2021,Single Family Residential,3206 Preble St,Bremerton,WA,98312,355000,3,2,Navy Yard City,2089,9148,1940,21,170,,Sold,,,http://www.redfin.com/WA/Bremerton/3206-Preble-St-98312/home/2321302,NWMLS,1829049,N,Y,47.5566595,-122.6588232
PAST SALE,July-12-2021,Single Family Residential,1934 Hardway Ln,Bremerton,WA,98312,488000,3,2.5,West Hills,2079,3485,2019,94,235,,Sold,,,http://www.redfin.com/WA/Bremerton/1934-Hardway-Ln-98312/home/166937228,NWMLS,1751882,N,Y,47.548131,-122.6774901
PAST SALE,June-14-2021,Single Family Residential,5128 Sinclair Way,Bremerton,WA,98312,404305,4,2.5,West Hills,2047,4149,2021,122,198,,Sold,,,http://www.redfin.com/WA/Bremerton/5128-Sinclair-Way-98312/home/173147206,NWMLS,1662250,N,Y,47.5489166,-122.6852647
PAST SALE,August-19-2021,Single Family Residential,5140 Sinclair Way,Bremerton,WA,98312,450000,4,2.5,West Hills,2047,3923,2020,56,220,38,Sold,,,http://www.redfin.com/WA/Bremerton/5140-Sinclair-Way-98312/home/173147211,NWMLS,1720304,N,Y,47.5489166,-122.6852647
PAST SALE,July-22-2021,Single Family Residential,5164 Sinclair Way,Bremerton,WA,98312,404530,4,2.5,West Hills,2047,3600,2021,84,198,,Sold,,,http://www.redfin.com/WA/Bremerton/5164-Sinclair-Way-98312/home/173143589,NWMLS,1661835,N,Y,47.5489166,-122.6852647
PAST SALE,September-30-2021,Single Family Residential,5145 Granger St,Bremerton,WA,98312,425000,4,2.5,West Hills,2047,3600,2021,14,208,38,Sold,,,http://www.redfin.com/WA/Bremerton/5145-Granger-ST-98312/home/174228040,NWMLS,1717506,N,Y,47.548314,-122.684277
PAST SALE,August-18-2021,Single Family Residential,4119 W Arsenal Way,Bremerton,WA,98312,449820,4,2,West Bremerton,2002,14810,1930,57,225,,Sold,,,http://www.redfin.com/WA/Bremerton/4119-Arsenal-Way-98312/unit-X/home/2396508,NWMLS,1797029,N,Y,47.5596515,-122.6684282
PAST SALE,January-12-2021,Single Family Residential,1949 Hardway Ln,Bremerton,WA,98312,413950,3,2.5,West Hills,1979,4356,2020,275,209,,Sold,,,http://www.redfin.com/WA/Bremerton/1949-Hardway-Ln-98312/home/168708339,NWMLS,1696169,N,Y,47.5484337,-122.6780354
PAST SALE,July-26-2021,Single Family Residential,1108 Audrey W,Bremerton,WA,98312,265000,3,2,Navy Yard City,1964,14800,1942,80,135,,Sold,,,http://www.redfin.com/WA/Bremerton/1108-Audrey-Ave-98312/home/2412429,NWMLS,1800971,N,Y,47.5523862,-122.6697909
PAST SALE,June-15-2021,Single Family Residential,1132 Evans Ave W,Bremerton,WA,98312,405000,4,1.5,Bremerton,1958,6534,1943,121,207,,Sold,,,http://www.redfin.com/WA/Bremerton/1132-Evans-Ave-W-98312/home/2412210,NWMLS,1782414,N,Y,47.551539,-122.6687187
PAST SALE,May-28-2021,Single Family Residential,127 S Marion Ave,Bremerton,WA,98312,320000,0,,West Bremerton,1914,85378,1910,139,167,,Sold,,,http://www.redfin.com/WA/Bremerton/127-S-Marion-Ave-98312/home/2244379,NWMLS,1711143,N,Y,47.563012,-122.663674
PAST SALE,December-22-2020,Single Family Residential,1621 Sound Ridge Dr,Bremerton,WA,98312,379900,3,2.5,Bremerton,1912,3920,2007,296,199,,Sold,,,http://www.redfin.com/WA/Bremerton/1621-Sound-Ridge-Dr-98312/home/12099624,NWMLS,1688038,N,Y,47.550406,-122.6755881
PAST SALE,October-22-2020,Single Family Residential,332 N Lafayette Ave,Bremerton,WA,98312,355000,3,3.5,Bremerton,1890,3485,2008,357,188,,Sold,,,http://www.redfin.com/WA/Bremerton/332-N-Lafayette-Ave-98312/home/18601664,NWMLS,1663592,N,Y,47.5664163,-122.6563267
PAST SALE,August-26-2021,Single Family Residential,5133 Granger St,Bremerton,WA,98312,416500,3,2.5,West Hills,1888,4316,2021,49,221,38,Sold,,,http://www.redfin.com/WA/Bremerton/5133-Granger-ST-98312/home/173967574,NWMLS,1710730,N,Y,47.548314,-122.684277
PAST SALE,June-25-2021,Single Family Residential,5132 Sinclair Way,Bremerton,WA,98312,421692,3,2.5,West Hills,1888,4147,2021,111,223,,Sold,,,http://www.redfin.com/WA/Bremerton/5132-Sinclair-Way-98312/home/173147208,NWMLS,1662241,N,Y,47.5489166,-122.6852647
PAST SALE,December-7-2020,Single Family Residential,5198 Sophie St,Bremerton,WA,98312,415000,3,2.5,West Hills,1888,4132,2020,311,220,38,Sold,,,http://www.redfin.com/WA/BREMERTON/5198-SOPHIE-ST-98312/home/172652434,NWMLS,1675959,N,Y,47.548314,-122.684277
PAST SALE,June-30-2021,Single Family Residential,5186 Sophie St,Bremerton,WA,98312,394100,3,2.5,West Hills,1888,3974,2021,106,209,,Sold,,,http://www.redfin.com/WA/Bremerton/5186-Sophie-ST-98312/home/173143427,NWMLS,1661815,N,Y,47.548314,-122.684277
PAST SALE,August-9-2021,Single Family Residential,5148 Sinclair Way,Bremerton,WA,98312,390855,3,2.5,West Hills,1888,3600,2021,66,207,,Sold,,,http://www.redfin.com/WA/Bremerton/5148-Sinclair-Way-98312/home/173143655,NWMLS,1661884,N,Y,47.5489166,-122.6852647
PAST SALE,August-5-2021,Single Family Residential,5156 Sinclair Way,Bremerton,WA,98312,396000,3,2.5,West Hills,1888,3600,2021,70,210,,Sold,,,http://www.redfin.com/WA/Bremerton/5156-Sinclair-Way-98312/home/173143622,NWMLS,1661873,N,Y,47.5489166,-122.6852647
PAST SALE,December-7-2020,Single Family Residential,4772 Deadwood St,Bremerton,WA,98312,445900,4,2.5,Bremerton,1843,4250,2020,311,242,36,Sold,,,http://www.redfin.com/WA/Bremerton/4772-Deadwood-St-98312/home/173732892,NWMLS,1624402,N,Y,47.567082,-122.677573
PAST SALE,December-31-2020,Single Family Residential,4820 Deadwood St,Bremerton,WA,98312,453900,4,2.5,Bremerton,1843,3825,2020,287,246,36,Sold,,,http://www.redfin.com/WA/Bremerton/4820-Deadwood-St-98312/home/173732883,NWMLS,1681771,N,Y,47.567923,-122.678643
PAST SALE,December-31-2020,Single Family Residential,4796 Deadwood St,Bremerton,WA,98312,456900,4,2.5,Bremerton,1843,3556,2020,287,248,36,Sold,,,http://www.redfin.com/WA/Bremerton/4796-Deadwood-St-98312/home/173732886,NWMLS,1681763,N,Y,47.567589,-122.678258
PAST SALE,July-20-2021,Single Family Residential,174 Russell Rd,Bremerton,WA,98312,524900,4,2.5,Bremerton,1843,3485,2021,86,285,42,Sold,,,http://www.redfin.com/WA/Bremerton/174-Russell-Rd-98312/unit-5/home/173701862,NWMLS,1775746,N,Y,47.563482,-122.676233
PAST SALE,August-4-2021,Single Family Residential,4445 Sand Dollar St,Bremerton,WA,98312,497900,4,2.5,Bremerton,1843,3485,2021,71,270,42,Sold,,,http://www.redfin.com/WA/Bremerton/4445-Sand-Dollar-Dr-98312/home/173732965,NWMLS,1775967,N,Y,47.563522,-122.67445
PAST SALE,August-18-2021,Single Family Residential,4469 Sand Dollar St,Bremerton,WA,98312,521900,4,2.5,Bremerton,1843,3485,2021,57,283,36,Sold,,,http://www.redfin.com/WA/Bremerton/4469-Sand-Dollar-Dr-98312/home/173732962,NWMLS,1775983,N,Y,47.5636654,-122.6748405
PAST SALE,December-4-2020,Single Family Residential,4780 Deadwood St,Bremerton,WA,98312,445900,4,2.5,Bremerton,1843,3400,2020,314,242,36,Sold,,,http://www.redfin.com/WA/Bremerton/4780-Deadwood-St-98312/home/173732890,NWMLS,1642060,N,Y,47.567276,-122.677793
PAST SALE,December-22-2020,Single Family Residential,4732 Deadwood St,Bremerton,WA,98312,453900,4,2.5,Bremerton,1843,3400,2020,296,246,36,Sold,,,http://www.redfin.com/WA/Bremerton/4732-Deadwood-St-98312/home/173732902,NWMLS,1624383,N,Y,47.565896,-122.677743
PAST SALE,October-1-2021,Single Family Residential,819 Merrill Pl W,Bremerton,WA,98312,420000,3,1.5,Navy Yard City,1839,10890,1940,13,228,,Sold,,,http://www.redfin.com/WA/Bremerton/819-Merrill-Pl-W-98312/home/2128329,NWMLS,1815181,N,Y,47.5541293,-122.6620494
PAST SALE,March-8-2021,Single Family Residential,103 Dora Ave,Bremerton,WA,98312,315000,3,2,West Hills,1838,13068,1936,220,171,,Sold,,,http://www.redfin.com/WA/Bremerton/103-Dora-Ave-98312/home/2216907,NWMLS,1698369,N,Y,47.5638265,-122.6670244
PAST SALE,January-8-2021,Single Family Residential,729 Eden Rd W,Bremerton,WA,98312,240000,4,2,Bremerton,1782,24394,1992,279,135,,Sold,,,http://www.redfin.com/WA/Bremerton/729-Eden-Rd-W-98312/home/2540278,NWMLS,1715827,N,Y,47.5577898,-122.6869632
PAST SALE,September-15-2021,Single Family Residential,625 N Lafayette,Bremerton,WA,98312,380000,3,1.5,West Bremerton,1772,4792,1940,29,214,,Sold,,,http://www.redfin.com/WA/Bremerton/625-N-Lafayette-Ave-98312/home/2314105,NWMLS,1823491,N,Y,47.568352,-122.656871
PAST SALE,May-7-2021,Single Family Residential,3548 W Arsenal Way,Bremerton,WA,98312,461000,4,2,Bremerton,1762,21344,1937,160,262,,Sold,,,http://www.redfin.com/WA/Bremerton/3548-Arsenal-Way-98312/home/2244455,NWMLS,1754077,N,Y,47.5612002,-122.6647426
PAST SALE,November-9-2020,Single Family Residential,1205 Daniels Ave,Bremerton,WA,98312,400000,3,2,West Hills,1743,4792,1998,339,229,,Sold,,,http://www.redfin.com/WA/Bremerton/1205-Daniels-Ave-98312/home/2403510,NWMLS,1651469,N,Y,47.5531292,-122.6755177
PAST SALE,June-18-2021,Single Family Residential,812 S Marion Ave W,Bremerton,WA,98312,325000,2,1,West Bremerton,1732,4792,1941,118,188,,Sold,,,http://www.redfin.com/WA/Bremerton/812-Marion-Ave-W-98312/home/2244862,NWMLS,1781564,N,Y,47.5543589,-122.6622703
PAST SALE,May-14-2021,Single Family Residential,3730 W D St,Bremerton,WA,98312,407500,2,1,Bremerton,1724,6534,1950,153,236,,Sold,,,http://www.redfin.com/WA/Bremerton/3730-W-D-St-98312/home/2411855,NWMLS,1755521,N,Y,47.553614,-122.6667515
PAST SALE,February-3-2021,Single Family Residential,320 N Lafayette Ave,Bremerton,WA,98312,355500,3,2.5,Bremerton,1723,2614,2008,253,206,,Sold,,,http://www.redfin.com/WA/Bremerton/320-N-Lafayette-Ave-98312/home/18601986,NWMLS,1711388,N,Y,47.5661665,-122.6563033
PAST SALE,August-26-2021,Single Family Residential,869 S Summit Ave,Bremerton,WA,98312,401000,2,2,West Bremerton,1700,10019,1940,49,236,,Sold,,,http://www.redfin.com/WA/Bremerton/869-S-Summit-Ave-98312/home/2244753,NWMLS,1810282,N,Y,47.5556307,-122.6618395
PAST SALE,January-12-2021,Single Family Residential,419 Sunnyhill Rd W,Bremerton,WA,98312,365000,3,2,Bremerton,1680,12632,2020,275,217,,Sold,,,http://www.redfin.com/WA/Bremerton/419-Sunnyhill-Rd-W-98312/home/161083145,NWMLS,1676289,N,Y,47.5593,-122.688359
PAST SALE,August-13-2021,Single Family Residential,603 W Charlotte Ave,Bremerton,WA,98312,350000,4,2.5,Navy Yard City,1680,3485,2006,62,208,,Sold,,,http://www.redfin.com/WA/Bremerton/603-Charlotte-Ave-W-98312/home/11762594,NWMLS,1810561,N,Y,47.556048,-122.665354
PAST SALE,November-18-2020,Single Family Residential,1496 Baker Heights (Homesite 48) Loop,Bremerton,WA,98312,449950,3,2,West Bremerton,1669,5713,2020,330,270,50,Sold,,,http://www.redfin.com/WA/Bremerton/1496-Baker-Heights-Loop-98312/home/173219944,NWMLS,1665931,N,Y,47.5558762,-122.6998399
PAST SALE,May-11-2021,Single Family Residential,1005 Timberline Ave (Homesite 135) Loop,Bremerton,WA,98312,469950,3,2,West Bremerton,1669,5501,2021,156,282,55,Sold,,,http://www.redfin.com/WA/Bremerton/1005-Timberline-Ave-98312/home/174105044,NWMLS,1713383,N,Y,47.553939,-122.6987329
PAST SALE,February-12-2021,Single Family Residential,912 Baker Heights (Homesite 195) Loop,Bremerton,WA,98312,464950,3,2,West Bremerton,1669,5450,2020,244,279,50,Sold,,,http://www.redfin.com/WA/Bremerton/912-Baker-Heights-Loop-98312/home/173434698,NWMLS,1678582,N,Y,47.5558652,-122.6969531
PAST SALE,April-6-2021,Single Family Residential,928 Baker Heights (Homesite 199) Loop,Bremerton,WA,98312,479950,3,2,West Bremerton,1669,5450,2020,191,288,50,Sold,,,http://www.redfin.com/WA/Bremerton/928-Baker-Heights-Loop-98312/home/173761265,NWMLS,1695562,N,Y,47.5553184,-122.6969761
PAST SALE,August-10-2021,Single Family Residential,948 Baker Heights (Homesite 204) Loop,Bremerton,WA,98312,542950,3,2,West Bremerton,1669,5450,2021,65,325,50,Sold,,,http://www.redfin.com/WA/Bremerton/948-Baker-Heights-Loop-98312/home/174898260,NWMLS,1754646,N,Y,47.5546295,-122.6969507
PAST SALE,April-1-2021,Single Family Residential,923 Baker Heights (Homesite 187) Loop,Bremerton,WA,98312,459950,3,2,West Bremerton,1669,5450,2020,196,276,55,Sold,,,http://www.redfin.com/WA/Bremerton/923-Baker-Heights-Loop-98312/home/173873991,NWMLS,1695511,N,Y,47.5554254,-122.6976357
PAST SALE,March-2-2021,Single Family Residential,915 Baker Heights (Homesite 189) Loop,Bremerton,WA,98312,437950,3,2,West Bremerton,1669,5450,2020,226,262,50,Sold,,,http://www.redfin.com/WA/Bremerton/915-Baker-Heights-Loop-98312/home/173526854,NWMLS,1681184,N,Y,47.5556997,-122.6976363
PAST SALE,April-23-2021,Single Family Residential,940 Baker Heights (Homesite 202) Loop,Bremerton,WA,98312,509950,3,2,West Bremerton,1669,5450,2020,174,306,50,Sold,,,http://www.redfin.com/WA/Bremerton/940-Baker-Heights-Loop-98312/home/174105056,NWMLS,1713389,N,Y,47.5549041,-122.6969513
PAST SALE,July-26-2021,Single Family Residential,1021 Timberline (Homesite 131) Loop,Bremerton,WA,98312,504950,3,2,West Bremerton,1669,5450,2021,80,303,50,Sold,,,http://www.redfin.com/WA/Bremerton/1021-Timberline-Ave-98312/home/174760048,NWMLS,1744149,N,Y,47.5533898,-122.698713
PAST SALE,June-28-2021,Single Family Residential,1471 Baker Heights (Homesite 60) Loop,Bremerton,WA,98312,499950,3,2,West Bremerton,1669,5450,2021,108,300,50,Sold,,,http://www.redfin.com/WA/Bremerton/1471-Baker-Heights-Loop-98312/home/174488009,NWMLS,1738328,N,Y,47.554957,-122.6991824
PAST SALE,July-6-2021,Single Family Residential,1022 Timberline (Homesite 172) Ave,Bremerton,WA,98312,514950,3,2,West Bremerton,1669,5450,2020,100,309,50,Sold,,,http://www.redfin.com/WA/Bremerton/1022-Timberline-Ave-98312/home/174612766,NWMLS,1735305,N,Y,47.5534343,-122.6980298
PAST SALE,August-17-2021,Single Family Residential,1004 Baker Heights (Homesite 208) Loop,Bremerton,WA,98312,549950,3,2,West Bremerton,1669,5450,2021,58,330,50,Sold,,,http://www.redfin.com/WA/Bremerton/1004-Baker-Heights-Loop-98312/home/174948014,NWMLS,1758819,N,Y,47.5540811,-122.6965931
PAST SALE,August-23-2021,Single Family Residential,943 Baker Heights (Homesite 182) Loop,Bremerton,WA,98312,509950,3,2,West Bremerton,1669,5450,2021,52,306,50,Sold,,,http://www.redfin.com/WA/Bremerton/943-Baker-Heights-Loop-98312/home/175089054,NWMLS,1769636,N,Y,47.5547388,-122.6976344
PAST SALE,October-23-2020,Single Family Residential,942 Timberline (Homesite 162) Ave,Bremerton,WA,98312,439950,3,2,West Bremerton,1669,5121,2020,356,264,55,Sold,,,http://www.redfin.com/WA/Bremerton/942-Timberline-Homesite-162-AVE-98312/home/172672173,NWMLS,1642847,N,Y,47.551604,-122.701909
PAST SALE,October-22-2020,Single Family Residential,1487 Baker Heights (Homesite 56) Loop,Bremerton,WA,98312,439950,3,2,West Bremerton,1669,5039,2020,357,264,55,Sold,,,http://www.redfin.com/WA/Bremerton/1487-Baker-Heights-Loop-98312/home/172686456,NWMLS,1644246,N,Y,47.5555306,-122.699263
PAST SALE,December-4-2020,Single Family Residential,1503 Baker Heights (Homesite 52) Loop,Bremerton,WA,98312,444950,3,2,West Bremerton,1669,4906,2020,314,267,55,Sold,,,http://www.redfin.com/WA/Bremerton/1503-Baker-Heights-Loop-98312/home/173186536,NWMLS,1665943,N,Y,47.5560553,-122.6991337
PAST SALE,June-3-2021,Single Family Residential,1312 Poindexter Ave,Bremerton,WA,98312,389950,4,2,West Hills,1664,4356,1945,133,234,,Sold,,,http://www.redfin.com/WA/Bremerton/1312-Poindexter-Ave-W-98312/home/2403776,NWMLS,1736848,N,Y,47.5511317,-122.6780133
PAST SALE,September-10-2021,Single Family Residential,622 Wilbert Ave,Bremerton,WA,98312,330000,3,1.5,Bremerton,1656,5227,1951,34,199,,Sold,,,http://www.redfin.com/WA/Bremerton/622-Wilbert-Ave-98312/home/2319534,NWMLS,1815694,N,Y,47.5683209,-122.6590575
PAST SALE,January-27-2021,Single Family Residential,210 S Hartford Ave,Bremerton,WA,98312,364000,4,2,Bremerton,1644,7405,1935,260,221,,Sold,,,http://www.redfin.com/WA/Bremerton/210-S-Hartford-Ave-98312/home/2314523,NWMLS,1693204,N,Y,47.5613405,-122.6586628
PAST SALE,February-9-2021,Single Family Residential,3613 W F St,Bremerton,WA,98312,369900,3,2.5,Bremerton,1640,3049,2017,247,226,,Sold,,,http://www.redfin.com/WA/Bremerton/3613-W-F-St-98312/home/120604508,NWMLS,1714644,N,Y,47.5547572,-122.6633404
PAST SALE,September-8-2021,Single Family Residential,4422 Sand Dollar St,Bremerton,WA,98312,494900,3,2.5,Bremerton,1623,4356,2021,36,305,42,Sold,,,http://www.redfin.com/WA/Bremerton/4422-Sand-Dollar-Dr-98312/home/173732949,NWMLS,1788539,N,Y,47.563929,-122.673975
PAST SALE,July-23-2021,Single Family Residential,202 Russell Rd,Bremerton,WA,98312,484900,3,2.5,Bremerton,1623,4160,2021,83,299,36,Sold,,,http://www.redfin.com/WA/Bremerton/202-Russell-Rd-98312/home/173640414,NWMLS,1773686,N,Y,47.56311,-122.675324
PAST SALE,December-31-2020,Single Family Residential,4808 Deadwood St,Bremerton,WA,98312,425900,3,2.5,Bremerton,1623,4080,2020,287,262,36,Sold,,,http://www.redfin.com/WA/Bremerton/4808-Deadwood-St-98312/home/173732885,NWMLS,1647462,N,Y,47.5675724,-122.6785167
PAST SALE,December-31-2020,Single Family Residential,4826 Deadwood St,Bremerton,WA,98312,428900,3,2.5,Bremerton,1623,4065,2020,287,264,36,Sold,,,http://www.redfin.com/WA/Bremerton/4826-Deadwood-St-98312/home/173732882,NWMLS,1653674,N,Y,47.5679906,-122.6788072
PAST SALE,December-4-2020,Single Family Residential,4776 Deadwood St,Bremerton,WA,98312,420900,3,2.5,Bremerton,1623,3995,2020,314,259,36,Sold,,,http://www.redfin.com/WA/Bremerton/4776-Deadwood-St-98312/home/173732891,NWMLS,1615077,N,Y,47.567187,-122.677674
PAST SALE,November-18-2020,Single Family Residential,4764 Deadwood St,Bremerton,WA,98312,417900,3,2.5,Bremerton,1623,3910,2020,330,257,36,Sold,,,http://www.redfin.com/WA/Bremerton/4764-Deadwood-St-98312/home/173732894,NWMLS,1608412,N,Y,47.566849,-122.677435
PAST SALE,July-20-2021,Single Family Residential,182 Russell Rd,Bremerton,WA,98312,473900,3,2.5,Bremerton,1623,3485,2020,86,292,36,Sold,,,http://www.redfin.com/WA/Bremerton/182-Russell-Rd-98312/home/173732971,NWMLS,1775966,N,Y,47.563328,-122.675993
PAST SALE,August-4-2021,Single Family Residential,4437 Sand Dollar St,Bremerton,WA,98312,494900,3,2.5,Bremerton,1623,3485,2021,71,305,42,Sold,,,http://www.redfin.com/WA/Bremerton/4437-Sand-Dollar-Dr-98312/home/173732966,NWMLS,1776023,N,Y,47.563524,-122.674286
PAST SALE,June-22-2021,Single Family Residential,214 Russell Rd,Bremerton,WA,98312,484900,3,2.5,Bremerton,1623,3485,2021,114,299,36,Sold,,,http://www.redfin.com/WA/Bremerton/214-Russell-Rd-98312/home/173640456,NWMLS,1775754,N,Y,47.563299,-122.674912
PAST SALE,July-6-2021,Single Family Residential,190 Russell Rd,Bremerton,WA,98312,486900,3,2.5,Bremerton,1623,3485,2021,100,300,36,Sold,,,http://www.redfin.com/WA/Bremerton/190-Russell-Rd-98312/home/173640467,NWMLS,1775731,N,Y,47.563137,-122.675732
PAST SALE,September-23-2021,Single Family Residential,4453 Sand Dollar St,Bremerton,WA,98312,509900,3,2.5,Bremerton,1623,3485,2021,21,314,42,Sold,,,http://www.redfin.com/WA/Bremerton/4453-Sand-Dollar-Dr-98312/home/173732964,NWMLS,1788535,N,Y,47.563525,-122.674617
PAST SALE,October-8-2021,Single Family Residential,4485 Sand Dollar St,Bremerton,WA,98312,512900,3,2.5,Bremerton,1623,3485,2021,6,316,36,Sold,,,http://www.redfin.com/WA/Bremerton/4485-Sand-Dollar-Dr-98312/home/173732960,NWMLS,1793079,N,Y,47.563683,-122.675269
PAST SALE,November-23-2020,Single Family Residential,4748 Deadwood St,Bremerton,WA,98312,426900,3,2.5,Bremerton,1623,3400,2020,325,263,36,Sold,,,http://www.redfin.com/WA/Bremerton/4748-Deadwood-St-98312/home/173732898,NWMLS,1603804,N,Y,47.5662701,-122.6775051
PAST SALE,October-5-2021,Single Family Residential,5219 5th St,Bremerton,WA,98312,395000,4,2,West Bremerton,1620,9148,2021,9,244,,Sold,,,http://www.redfin.com/WA/Bremerton/5219-5th-St-98312/home/2540176,NWMLS,1813708,N,Y,47.5666015,-122.6861526
PAST SALE,December-22-2020,Single Family Residential,980 Bremerton Blvd W,Bremerton,WA,98312,280000,3,2.5,West Hills,1617,3049,2010,296,173,,Sold,,,http://www.redfin.com/WA/Bremerton/980-Bremerton-Blvd-98312/home/35630307,NWMLS,1669551,N,Y,47.5536003,-122.6702326
PAST SALE,May-11-2021,Single Family Residential,336 Dora Ave,Bremerton,WA,98312,380000,3,1,Bremerton,1614,6098,1954,156,235,,Sold,,,http://www.redfin.com/WA/Bremerton/336-Dora-Ave-98312/home/12487887,NWMLS,1748578,N,Y,47.5667764,-122.6658094
PAST SALE,June-28-2021,Single Family Residential,640 Adele Ave,Bremerton,WA,98312,415000,3,2.5,Bremerton,1604,3920,1993,108,259,,Sold,,,http://www.redfin.com/WA/Bremerton/640-Adele-Ave-98312/home/2129908,NWMLS,1774645,N,Y,47.5683656,-122.6627117
PAST SALE,February-22-2021,Single Family Residential,3709 C,Bremerton,WA,98312,365000,3,2,Navy Yard City,1582,7405,1917,234,231,,Sold,,,http://www.redfin.com/WA/Bremerton/3709-C-St-98312/home/2412500,NWMLS,1695145,N,Y,47.55248,-122.6657385
PAST SALE,January-15-2021,Single Family Residential,1232 Poindexter Ave W,Bremerton,WA,98312,350000,4,2,West Bremerton,1560,4792,1930,272,224,,Sold,,,http://www.redfin.com/WA/Bremerton/1232-Poindexter-Ave-W-98312/home/2403814,NWMLS,1692548,N,Y,47.5519618,-122.6779644
PAST SALE,November-19-2020,Single Family Residential,3840 6th St,Bremerton,WA,98312,360000,3,2.5,West Bremerton,1546,3920,2007,329,233,,Sold,,,http://www.redfin.com/WA/Bremerton/3840-6th-St-98312/home/12099646,NWMLS,1648780,N,Y,47.5675291,-122.6657346
PAST SALE,February-5-2021,Single Family Residential,316 S Lafayette Ave,Bremerton,WA,98312,335000,4,2,Bremerton,1533,3920,1922,251,219,,Sold,,,http://www.redfin.com/WA/Bremerton/316-S-Lafayette-Ave-98312/home/2313478,NWMLS,1647746,N,Y,47.5594701,-122.6563301
PAST SALE,August-19-2021,Single Family Residential,1225 Daniels Ave,Bremerton,WA,98312,410000,3,2.5,West Hills,1514,4792,1998,56,271,,Sold,,,http://www.redfin.com/WA/Bremerton/1225-Daniels-Ave-98312/home/2403382,NWMLS,1809229,N,Y,47.5522417,-122.6755113
PAST SALE,August-27-2021,Single Family Residential,133 Broad St W,Bremerton,WA,98312,389000,3,2,West Bremerton,1512,10019,2021,48,257,,Sold,,,http://www.redfin.com/WA/Bremerton/133-Broad-St-W-98312/home/104472274,NWMLS,1816472,N,Y,47.5624284,-122.6922369
PAST SALE,June-14-2021,Single Family Residential,3311 Rodgers St,Bremerton,WA,98312,400000,4,2,Bremerton,1512,6534,1920,122,265,,Sold,,,http://www.redfin.com/WA/Bremerton/3311-Rodgers-St-98312/home/2321732,NWMLS,1767915,N,Y,47.5598729,-122.6604068
